Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDV38,52.7956,928.1252,Dairy,0.102349519,19.25,2007,OUT017,1.5518605718390108,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG23,151.7682,762.341,Hard Drinks,0.08670898699999999,8.88,1987,OUT013,1.3147131463255957,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCP30,40.2822,707.0796,Household,0.032835147,20.5,2002,OUT045,0.497858421785431,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY25,180.5976,7968.2944,Canned,0.033809913,12.857645184136183,1985,OUT027,0.5126381778306862,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCH54,160.292,1438.128,Household,0.07266912,13.5,1997,OUT046,1.1018355847694576,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCR53,224.4404,6976.2524,Health and Hygiene,0.144338493,12.857645184136183,1985,OUT027,2.188512642500656,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDS52,101.7016,101.2016,Frozen Foods,0.009163216,8.89,1998,OUT010,0.13893600830351116,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG02,188.5188,952.0939999999999,Canned,0.011307038,7.855,2009,OUT018,0.17144141592385428,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCO26,116.0492,1969.4364,Household,0.076855628,7.235,1997,OUT046,1.165312939254031,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH35,165.4526,5262.4832,Starchy Foods,0.059956876,12.857645184136183,1985,OUT027,0.9090879252206419,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB51,60.5852,1314.2892,Dairy,0.038532062,6.92,2002,OUT045,0.5842371156571455,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX44,90.8172,535.3032,Fruits and Vegetables,0.043209581,9.3,2007,OUT017,0.655159357217732,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN07,132.1284,263.6568,Others,0.056816465,18.5,1998,OUT010,0.8614718733047602,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCC31,154.5972,1402.1748,Household,0.019866705,8.02,2004,OUT035,0.30122619513098964,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCX54,105.1622,1693.7952,Household,0.048331717,9.195,2007,OUT017,0.732823043179922,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCO55,105.5938,2143.876,Others,0.091221855,12.8,2002,OUT045,1.383138889636749,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCC30,177.6344,2676.5159999999996,Household,0.027622076000000002,16.6,1999,OUT049,0.41881594633327607,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI16,53.06399999999999,905.488,Frozen Foods,0.0,14.0,2004,OUT035,0.0,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP16,246.3802,7370.406,Frozen Foods,0.039355947,18.6,1999,OUT049,0.5967291591930765,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB11,226.8404,6301.1312,Starchy Foods,0.060836524,16.0,2004,OUT035,0.9224254676110174,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB06,160.692,1597.92,Health and Hygiene,0.082316506,17.6,2004,OUT035,1.2481127544229043,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA45,178.237,529.311,Snack Foods,0.155350299,21.25,2004,OUT035,2.3554776436370095,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCO26,117.5492,1969.4364,Household,0.076841095,7.235,2004,OUT035,1.1650925846308644,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRJ25,50.3692,1034.6532,Soft Drinks,0.151419185,14.6,2007,OUT017,2.2958726657181163,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR28,161.52100000000002,1794.3310000000001,Frozen Foods,0.026001976,13.85,2009,OUT018,0.39425140184883756,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI04,197.6426,2768.3964,Frozen Foods,0.073209447,13.65,2009,OUT018,1.1100282189449053,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRK12,31.29,898.83,Soft Drinks,0.041683481,12.857645184136183,1985,OUT027,0.6320200748662096,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDX20,226.172,3169.208,Fruits and Vegetables,0.042560252,7.365,1997,OUT046,0.6453139951379,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI18,223.5746,3589.9936,Household,0.014081156000000001,18.35,2009,OUT018,0.2135036003668402,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB36,132.5626,262.3252,Baking Goods,0.0,5.465,2009,OUT018,0.0,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN13,99.8358,1910.1802,Breakfast,0.152918384,18.6,2007,OUT017,2.3186040653394513,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRD24,140.9154,1701.7848,Soft Drinks,0.030969273999999998,13.85,2007,OUT017,0.4695673778308524,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ28,154.5656,2471.4496,Frozen Foods,0.06037677599999999,14.0,1987,OUT013,0.9154546014931038,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM22,54.763999999999996,1331.6,Snack Foods,0.04192285,14.0,1987,OUT013,0.635649474562954,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR07,97.0094,1808.9786,Fruits and Vegetables,0.077367431,12.857645184136183,1985,OUT027,1.1730730821839546,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV25,222.5456,3315.684,Canned,0.045838211,5.905,2009,OUT018,0.6950155997756788,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRF49,114.2518,2618.5914,Soft Drinks,0.071077939,7.27,1997,OUT046,1.0777095206639744,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW51,214.55599999999998,2769.728,Meat,0.09465987099999999,6.155,1997,OUT046,1.4352673366278057,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRL01,233.4958,5375.0034,Soft Drinks,0.077608838,19.5,2007,OUT017,1.1767333827767295,6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP25,216.8824,2838.9712,Canned,0.021327477,15.2,2007,OUT017,0.32337495062486177,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL50,125.0046,1743.0644,Canned,0.042485444000000004,12.15,2009,OUT018,0.6441797290779088,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB30,198.8084,5555.4352,Household,0.025578526,12.857645184136183,1985,OUT027,0.3878308991873133,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW11,61.9194,619.194,Breads,0.048980800000000005,12.6,2009,OUT018,0.7426646753184275,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,164.821,2120.573,Others,0.019471688,14.5,2004,OUT035,0.2952368039399463,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK44,173.0738,3823.0236,Fruits and Vegetables,0.122918852,16.6,2007,OUT017,1.863740267841559,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM15,151.4366,1360.2294,Meat,0.057373797000000004,11.8,1987,OUT013,0.869922343464998,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS31,178.8318,3969.4996,Fruits and Vegetables,0.044155597000000005,13.1,1987,OUT013,0.6695031953233989,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI32,115.1834,345.5502,Fruits and Vegetables,0.291865402,17.7,1998,OUT010,4.4253692061585825,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR47,196.5794,585.2382,Breads,0.0,17.85,1998,OUT010,0.0,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB35,92.6804,1010.6844,Starchy Foods,0.064750025,12.3,2002,OUT045,0.9817633908283463,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU05,81.4618,161.1236,Health and Hygiene,0.098312421,11.8,1998,OUT010,1.490648626027618,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRY23,42.1112,42.6112,Soft Drinks,0.191013663,12.857645184136183,1985,OUT019,2.8962185185476454,28,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDO24,157.4604,3010.7476,Baking Goods,0.176573035,11.1,2002,OUT045,2.6772644731867246,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ28,153.0656,6024.1584,Frozen Foods,0.060134441,12.857645184136183,1985,OUT027,0.9117802302273571,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV39,198.1426,988.7130000000001,Meat,0.0072946519999999996,11.3,2002,OUT045,0.11060416242978713,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO17,117.944,239.688,Health and Hygiene,0.128478462,12.857645184136183,1985,OUT019,1.9480370934456137,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDU50,112.8176,1374.2112,Dairy,0.075107656,5.75,1987,OUT013,1.138809553073207,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT12,226.8062,4739.8302,Baking Goods,0.049381405999999996,12.857645184136183,1985,OUT027,0.7487388089569269,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK58,100.0016,1012.0160000000001,Snack Foods,0.045165795999999994,11.35,2009,OUT018,0.6848201993809477,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO08,165.7526,657.8104,Fruits and Vegetables,0.09415375,12.857645184136183,1985,OUT019,1.427593346245108,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCW29,130.431,778.9860000000001,Health and Hygiene,0.028907832,14.0,1999,OUT049,0.43831104568401597,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE04,179.766,2336.958,Frozen Foods,0.018059621,19.75,2002,OUT045,0.2738265313416452,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB19,85.0882,2233.0932,Household,0.09043609400000001,6.525,1999,OUT049,1.3712248960322573,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV15,103.9648,1661.8368,Meat,0.146399712,10.3,1999,OUT049,2.219765593440517,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL58,264.7568,4745.8224,Snack Foods,0.07426435599999999,5.78,1999,OUT049,1.1260231322573764,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA08,164.1526,3124.5994,Fruits and Vegetables,0.050186725999999994,11.85,2002,OUT045,0.7609493632216068,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT43,50.1324,467.3916,Fruits and Vegetables,0.020631654,16.35,2009,OUT018,0.31282462963430846,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX06,182.5976,5070.7328,Household,0.01561108,12.857645184136183,1985,OUT027,0.23670086359491874,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT20,37.6164,540.6296,Fruits and Vegetables,0.041395445,10.5,1997,OUT046,0.6276527684436927,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB41,48.0718,992.7078,Frozen Foods,0.097313129,19.0,1997,OUT046,1.4754969978645764,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN55,238.8538,6008.845,Others,0.059582996,14.6,1999,OUT049,0.903419020898784,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE40,62.9194,2105.2596,Dairy,0.09866365199999999,12.857645184136183,1985,OUT027,1.4959741179872585,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX49,232.63,5359.69,Canned,0.101338651,12.857645184136183,1985,OUT027,1.536533424160537,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCM53,104.62799999999999,745.696,Health and Hygiene,0.052146455999999994,18.75,2002,OUT045,0.7906635010911757,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE36,161.8868,3275.736,Baking Goods,0.041764487,5.26,2004,OUT035,0.6332483172527947,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN57,140.2154,1701.7848,Snack Foods,0.054344185999999996,18.25,2002,OUT045,0.8239862813823831,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI24,177.937,6704.606,Baking Goods,0.07836248400000001,12.857645184136183,1985,OUT027,1.188160437089747,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI19,242.7512,4119.9704,Meat,0.052339069,15.1,1997,OUT046,0.7935839693380625,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF24,81.5934,327.5736,Baking Goods,0.042464962,15.5,1998,OUT010,0.6438691735565643,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG52,45.7402,780.9834,Frozen Foods,0.06573288299999999,13.65,1999,OUT049,0.9966658407159371,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF36,189.3846,3630.6074,Soft Drinks,0.023625114,16.1,2002,OUT045,0.35821255712791206,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS45,107.3622,317.5866,Snack Foods,0.051643608,12.857645184136183,1985,OUT019,0.7830391371229573,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX40,39.7164,231.6984,Frozen Foods,0.165694219,12.85,1998,OUT010,2.512315914721185,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRK12,32.99,133.16,Soft Drinks,0.041878397000000005,9.5,2004,OUT035,0.6349754620353528,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRC27,245.1802,5650.6446,Dairy,0.058091482,13.8,2004,OUT035,0.880804144037996,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDL58,263.7568,2636.5679999999998,Snack Foods,0.0,5.78,2007,OUT017,0.0,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCD30,96.0726,1272.3438,Household,0.026903714,19.7,2002,OUT045,0.4079238808404483,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCZ54,161.5552,324.9104,Household,0.0,14.65,1998,OUT010,0.0,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE10,130.0626,131.1626,Snack Foods,0.150554711,6.67,1998,OUT010,2.282765197025665,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR44,131.2968,260.9936,Fruits and Vegetables,0.0,6.11,1998,OUT010,0.0,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP28,260.0936,260.9936,Frozen Foods,0.13497562800000001,13.65,1998,OUT010,2.046549483563373,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX15,160.6578,3690.5294,Meat,0.15616879,17.2,1987,OUT013,2.367887901386292,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA39,40.2822,1139.1838,Meat,0.0,6.32,2004,OUT035,0.0,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY24,52.9298,1995.4026,Baking Goods,0.133700752,4.88,1999,OUT049,2.0272193507233363,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC60,88.3514,1416.8224,Baking Goods,0.115119905,5.425,2007,OUT017,1.7454898015041242,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH28,37.2506,265.6542,Frozen Foods,0.11003099699999999,15.85,1997,OUT046,1.668329930543557,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT25,121.7072,3552.7088,Canned,0.051038045,7.5,2007,OUT017,0.7738573710272656,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ13,161.5578,2406.867,Soft Drinks,0.062837968,12.65,1987,OUT013,0.9527720882956123,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO07,211.956,213.05599999999998,Others,0.017116983,12.857645184136183,1985,OUT019,0.2595339116985848,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW20,124.17299999999999,2956.152,Fruits and Vegetables,0.024129332000000003,20.75,1987,OUT013,0.3658576935335998,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRF27,152.134,153.134,Dairy,0.049754975,12.857645184136183,1985,OUT019,0.7544029977838557,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDS49,79.7644,1649.8524,Canned,0.0,9.0,2004,OUT035,0.0,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX25,181.9292,3101.2964,Canned,0.101561568,12.857645184136183,1985,OUT027,1.539913372659295,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCX42,165.6526,4769.1254,Household,0.0059496440000000005,12.857645184136183,1985,OUT027,0.09021066273969046,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDG33,170.4764,3435.528,Seafood,0.13956116,12.857645184136183,1985,OUT027,2.1160769848279957,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL56,86.4198,1133.8574,Fruits and Vegetables,0.126035694,14.1,2002,OUT045,1.9109989580211568,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF14,152.334,2603.278,Canned,0.027164679,7.55,2004,OUT035,0.4118807269310486,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD06,45.406000000000006,605.878,Household,0.099325278,13.0,1997,OUT046,1.5060059316463297,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRM47,192.8846,2293.0152,Hard Drinks,0.04357366,12.857645184136183,1985,OUT027,0.6606796552186888,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDS46,118.7782,119.1782,Snack Foods,0.082741482,12.857645184136183,1985,OUT019,1.2545563948505438,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB35,92.9804,1929.4884,Starchy Foods,0.064565202,12.3,1987,OUT013,0.9789610373901342,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX21,109.8912,2074.6328,Snack Foods,0.08455456900000001,12.857645184136183,1985,OUT027,1.2820470783056745,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU05,79.9618,241.6854,Health and Hygiene,0.058451805,12.857645184136183,1985,OUT027,0.8862674922030885,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCR38,251.3724,6795.1548,Household,0.113748685,17.25,2002,OUT045,1.7246988659520277,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCR18,42.7112,639.168,Household,0.020603511,15.85,2007,OUT017,0.3123979152491313,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCU41,192.1846,3248.4382,Health and Hygiene,0.052044976,18.85,2004,OUT035,0.7891248244821512,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY56,227.6062,7222.5984,Fruits and Vegetables,0.06276442900000001,16.35,2007,OUT017,0.9516570632744157,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ51,229.0668,3225.1352,Dairy,0.08797726199999999,14.1,2004,OUT035,1.3339431924067024,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK21,249.0408,3755.112,Snack Foods,0.010010425,7.905,2004,OUT035,0.1517816987967626,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY25,179.3976,3440.8544,Canned,0.033946163,12.0,1987,OUT013,0.5147040498052587,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU44,163.4552,974.7312,Fruits and Vegetables,0.058414678,12.15,2004,OUT035,0.885704559147676,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL43,75.367,535.969,Meat,0.027106459,10.1,1999,OUT049,0.4109979741504276,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF05,262.491,5259.82,Frozen Foods,0.027022882999999998,17.5,2007,OUT017,0.4097307644906341,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF15,152.034,306.268,Dairy,0.058153409,12.857645184136183,1985,OUT019,0.8817431036986885,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDL20,112.3886,1779.0176,Fruits and Vegetables,0.128937661,17.1,2009,OUT018,1.9549996354261767,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV32,61.451,759.012,Fruits and Vegetables,0.088846306,7.785,1999,OUT049,1.347119953098595,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ34,125.9704,1877.556,Snack Foods,0.09357779,11.8,1987,OUT013,1.418860431584743,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG08,171.8764,3779.0808,Fruits and Vegetables,0.165694678,13.15,2002,OUT045,2.5123228742458554,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ04,41.5796,41.2796,Frozen Foods,0.148392623,12.857645184136183,1985,OUT019,2.2499828336806424,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW13,51.1324,259.66200000000003,Canned,0.098438394,8.5,2007,OUT017,1.4925586743964459,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCI17,96.34100000000001,193.082,Health and Hygiene,0.143303291,8.645,1987,OUT013,2.1728165338781142,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
